news_id,num_nouns,num_propernouns,num_personalnouns,num_ppssessivenouns,num_whpronoun,num_determinants,num_whdeterminants,num_cnum,num_adverb,num_interjections,num_verb,num_adj,num_vbd,num_vbg,num_vbn,num_vbp,num_vbz
196,293.0,198.0,55.0,27.0,2.0,151.0,9.0,19.0,70.0,0.0,81.0,140.0,53.0,53.0,44.0,54.0,30.0
197,69.0,65.0,7.0,5.0,2.0,34.0,1.0,8.0,14.0,0.0,17.0,34.0,5.0,19.0,15.0,18.0,11.0
198,61.0,65.0,3.0,4.0,1.0,39.0,4.0,4.0,8.0,0.0,14.0,23.0,16.0,5.0,16.0,8.0,8.0
199,101.0,65.0,21.0,6.0,3.0,76.0,6.0,10.0,32.0,0.0,21.0,39.0,34.0,13.0,16.0,10.0,17.0
200,191.0,169.0,28.0,22.0,2.0,107.0,14.0,33.0,33.0,0.0,50.0,90.0,28.0,24.0,28.0,22.0,48.0
201,142.0,90.0,19.0,9.0,2.0,87.0,6.0,14.0,26.0,0.0,34.0,64.0,48.0,20.0,19.0,4.0,16.0
202,93.0,35.0,9.0,4.0,0.0,39.0,5.0,37.0,10.0,0.0,10.0,51.0,13.0,15.0,10.0,17.0,17.0
203,91.0,90.0,15.0,9.0,0.0,63.0,4.0,17.0,22.0,0.0,21.0,32.0,30.0,13.0,16.0,3.0,16.0
204,52.0,136.0,4.0,1.0,3.0,26.0,4.0,5.0,2.0,0.0,15.0,30.0,6.0,7.0,9.0,11.0,4.0
205,46.0,143.0,2.0,2.0,1.0,35.0,0.0,24.0,7.0,0.0,8.0,31.0,17.0,8.0,5.0,2.0,9.0
206,51.0,31.0,3.0,6.0,0.0,40.0,1.0,6.0,13.0,0.0,8.0,36.0,4.0,8.0,9.0,4.0,11.0
207,193.0,185.0,47.0,5.0,10.0,123.0,8.0,17.0,77.0,0.0,49.0,77.0,23.0,53.0,17.0,58.0,41.0
208,21.0,22.0,0.0,0.0,0.0,14.0,1.0,0.0,5.0,0.0,1.0,7.0,1.0,5.0,8.0,6.0,5.0
209,18.0,16.0,0.0,0.0,0.0,16.0,1.0,0.0,3.0,0.0,0.0,5.0,1.0,5.0,5.0,2.0,6.0
210,103.0,61.0,12.0,12.0,4.0,50.0,2.0,11.0,17.0,0.0,23.0,54.0,10.0,6.0,21.0,16.0,23.0
211,127.0,35.0,48.0,12.0,8.0,85.0,10.0,2.0,50.0,0.0,36.0,75.0,6.0,21.0,14.0,53.0,25.0
212,28.0,47.0,3.0,8.0,1.0,14.0,1.0,0.0,7.0,0.0,8.0,15.0,2.0,4.0,6.0,6.0,10.0
213,43.0,99.0,8.0,9.0,0.0,25.0,1.0,10.0,5.0,0.0,4.0,15.0,15.0,7.0,3.0,1.0,6.0
214,195.0,63.0,29.0,10.0,4.0,95.0,6.0,12.0,52.0,0.0,58.0,91.0,16.0,41.0,19.0,37.0,32.0
215,16.0,38.0,0.0,2.0,0.0,15.0,0.0,7.0,2.0,0.0,4.0,13.0,4.0,4.0,3.0,0.0,1.0
216,307.0,227.0,51.0,32.0,8.0,188.0,8.0,22.0,84.0,0.0,100.0,132.0,38.0,58.0,54.0,69.0,66.0
217,67.0,36.0,4.0,9.0,0.0,28.0,1.0,4.0,11.0,0.0,18.0,19.0,5.0,2.0,9.0,4.0,12.0
218,169.0,134.0,26.0,6.0,4.0,108.0,7.0,23.0,29.0,0.0,35.0,72.0,37.0,48.0,28.0,30.0,41.0
219,77.0,46.0,16.0,5.0,1.0,65.0,3.0,19.0,27.0,0.0,14.0,41.0,28.0,11.0,7.0,6.0,12.0
220,114.0,33.0,25.0,16.0,1.0,72.0,3.0,9.0,23.0,0.0,22.0,53.0,20.0,24.0,14.0,13.0,13.0
221,35.0,37.0,0.0,6.0,1.0,11.0,1.0,3.0,2.0,0.0,7.0,17.0,0.0,9.0,4.0,6.0,8.0
222,44.0,42.0,8.0,5.0,1.0,33.0,3.0,2.0,30.0,0.0,17.0,19.0,5.0,10.0,9.0,11.0,9.0
223,45.0,52.0,1.0,4.0,0.0,34.0,2.0,13.0,8.0,0.0,12.0,20.0,6.0,5.0,18.0,8.0,7.0
224,105.0,70.0,13.0,10.0,6.0,58.0,2.0,8.0,15.0,0.0,13.0,44.0,22.0,15.0,20.0,25.0,16.0
225,22.0,29.0,6.0,3.0,1.0,16.0,0.0,1.0,5.0,0.0,2.0,10.0,4.0,3.0,5.0,4.0,6.0
226,113.0,35.0,4.0,0.0,2.0,55.0,5.0,10.0,20.0,0.0,21.0,50.0,23.0,23.0,28.0,5.0,12.0
227,209.0,51.0,16.0,5.0,0.0,67.0,2.0,1.0,21.0,0.0,71.0,130.0,5.0,45.0,25.0,26.0,24.0
228,51.0,19.0,6.0,3.0,5.0,35.0,2.0,0.0,20.0,0.0,23.0,37.0,7.0,15.0,24.0,12.0,17.0
229,91.0,40.0,9.0,1.0,0.0,34.0,0.0,5.0,9.0,0.0,23.0,41.0,5.0,11.0,10.0,9.0,14.0
230,32.0,84.0,9.0,7.0,0.0,21.0,1.0,8.0,10.0,0.0,16.0,21.0,3.0,5.0,4.0,6.0,8.0
231,258.0,93.0,76.0,34.0,10.0,110.0,7.0,22.0,92.0,0.0,93.0,131.0,25.0,55.0,20.0,67.0,31.0
232,119.0,89.0,34.0,20.0,3.0,47.0,2.0,10.0,38.0,0.0,33.0,63.0,24.0,23.0,19.0,27.0,32.0
233,111.0,61.0,24.0,19.0,2.0,55.0,9.0,7.0,24.0,0.0,37.0,62.0,5.0,17.0,9.0,27.0,15.0
234,50.0,35.0,5.0,3.0,0.0,38.0,2.0,14.0,7.0,0.0,19.0,22.0,13.0,9.0,14.0,5.0,6.0
235,92.0,45.0,22.0,11.0,2.0,48.0,4.0,4.0,28.0,0.0,33.0,69.0,9.0,25.0,16.0,21.0,26.0
236,221.0,175.0,58.0,22.0,10.0,137.0,3.0,19.0,61.0,0.0,49.0,108.0,64.0,38.0,48.0,44.0,40.0
237,225.0,127.0,24.0,7.0,7.0,146.0,8.0,14.0,46.0,0.0,94.0,134.0,20.0,43.0,45.0,36.0,53.0
238,784.0,363.0,154.0,96.0,18.0,411.0,13.0,90.0,148.0,0.0,126.0,300.0,212.0,97.0,95.0,58.0,110.0
239,91.0,55.0,13.0,11.0,0.0,63.0,4.0,17.0,38.0,0.0,17.0,58.0,28.0,12.0,13.0,17.0,6.0
240,238.0,151.0,38.0,19.0,9.0,139.0,14.0,32.0,31.0,0.0,44.0,127.0,94.0,39.0,40.0,33.0,16.0
241,174.0,58.0,23.0,13.0,2.0,82.0,9.0,10.0,47.0,0.0,53.0,86.0,14.0,48.0,20.0,34.0,29.0
242,149.0,139.0,10.0,7.0,1.0,88.0,5.0,21.0,30.0,0.0,22.0,82.0,23.0,16.0,21.0,16.0,30.0
243,16.0,10.0,5.0,7.0,0.0,12.0,0.0,0.0,0.0,0.0,5.0,9.0,0.0,3.0,1.0,4.0,0.0
244,146.0,94.0,18.0,16.0,3.0,71.0,3.0,15.0,34.0,0.0,18.0,72.0,19.0,34.0,9.0,15.0,30.0
245,41.0,33.0,0.0,3.0,0.0,26.0,2.0,17.0,11.0,0.0,11.0,32.0,9.0,9.0,14.0,15.0,11.0
246,91.0,52.0,7.0,4.0,2.0,44.0,2.0,2.0,28.0,0.0,25.0,28.0,12.0,16.0,6.0,15.0,15.0
247,61.0,55.0,4.0,1.0,2.0,46.0,0.0,6.0,8.0,0.0,9.0,24.0,14.0,12.0,12.0,8.0,3.0
248,56.0,58.0,21.0,6.0,3.0,29.0,2.0,3.0,21.0,0.0,21.0,34.0,16.0,8.0,10.0,11.0,18.0
249,102.0,91.0,19.0,2.0,4.0,59.0,2.0,15.0,29.0,0.0,35.0,50.0,26.0,16.0,24.0,25.0,9.0
250,159.0,71.0,19.0,19.0,1.0,106.0,7.0,12.0,33.0,0.0,41.0,80.0,35.0,33.0,30.0,23.0,12.0
251,593.0,1140.0,133.0,93.0,28.0,325.0,8.0,194.0,74.0,0.0,69.0,224.0,281.0,60.0,55.0,18.0,17.0
252,89.0,56.0,5.0,9.0,2.0,43.0,4.0,5.0,14.0,0.0,16.0,31.0,8.0,17.0,15.0,11.0,12.0
253,102.0,74.0,20.0,11.0,2.0,77.0,4.0,4.0,27.0,0.0,33.0,51.0,13.0,22.0,15.0,24.0,13.0
254,41.0,42.0,5.0,1.0,0.0,31.0,0.0,5.0,12.0,0.0,8.0,28.0,12.0,4.0,9.0,4.0,10.0
255,17.0,57.0,0.0,1.0,0.0,9.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0
256,58.0,28.0,10.0,1.0,3.0,27.0,2.0,3.0,6.0,0.0,10.0,24.0,4.0,5.0,7.0,6.0,9.0
257,79.0,80.0,4.0,9.0,2.0,42.0,2.0,5.0,9.0,0.0,21.0,31.0,5.0,9.0,10.0,7.0,14.0
258,31.0,50.0,2.0,1.0,0.0,21.0,3.0,5.0,10.0,0.0,14.0,13.0,2.0,0.0,7.0,4.0,5.0
259,94.0,75.0,3.0,2.0,2.0,67.0,2.0,12.0,10.0,0.0,26.0,53.0,12.0,11.0,6.0,5.0,13.0
260,160.0,32.0,33.0,22.0,2.0,60.0,6.0,4.0,33.0,0.0,70.0,93.0,1.0,47.0,9.0,26.0,19.0
261,114.0,84.0,25.0,6.0,1.0,66.0,1.0,14.0,31.0,0.0,37.0,57.0,22.0,12.0,18.0,20.0,10.0
262,117.0,66.0,17.0,10.0,6.0,70.0,6.0,19.0,26.0,0.0,33.0,65.0,29.0,14.0,18.0,17.0,18.0
263,121.0,92.0,14.0,5.0,0.0,76.0,5.0,9.0,30.0,0.0,41.0,71.0,24.0,11.0,20.0,23.0,24.0
264,267.0,131.0,29.0,28.0,11.0,127.0,8.0,38.0,46.0,0.0,57.0,125.0,37.0,46.0,40.0,40.0,38.0
265,32.0,51.0,3.0,1.0,1.0,17.0,0.0,7.0,5.0,0.0,9.0,17.0,8.0,1.0,4.0,3.0,1.0
266,375.0,229.0,37.0,30.0,7.0,191.0,19.0,47.0,74.0,0.0,73.0,161.0,70.0,48.0,69.0,62.0,60.0
267,166.0,127.0,21.0,22.0,2.0,93.0,0.0,17.0,50.0,0.0,53.0,66.0,26.0,34.0,26.0,23.0,16.0
268,176.0,97.0,23.0,13.0,1.0,72.0,6.0,20.0,30.0,0.0,41.0,90.0,25.0,28.0,32.0,42.0,25.0
269,148.0,130.0,11.0,8.0,2.0,62.0,2.0,20.0,35.0,0.0,27.0,69.0,24.0,20.0,14.0,22.0,19.0
270,84.0,55.0,24.0,6.0,3.0,42.0,4.0,4.0,16.0,0.0,22.0,40.0,20.0,16.0,15.0,24.0,14.0
271,130.0,44.0,37.0,18.0,7.0,63.0,2.0,6.0,26.0,0.0,29.0,66.0,20.0,14.0,9.0,30.0,22.0
272,46.0,7.0,22.0,4.0,0.0,22.0,1.0,0.0,6.0,0.0,12.0,14.0,0.0,3.0,3.0,19.0,3.0
273,752.0,553.0,72.0,39.0,31.0,463.0,24.0,104.0,115.0,0.0,137.0,307.0,220.0,103.0,150.0,93.0,68.0
274,94.0,46.0,9.0,1.0,2.0,47.0,1.0,7.0,6.0,0.0,9.0,31.0,26.0,5.0,20.0,3.0,9.0
275,227.0,185.0,35.0,27.0,3.0,168.0,10.0,20.0,60.0,0.0,53.0,144.0,74.0,36.0,43.0,55.0,29.0
276,721.0,384.0,319.0,146.0,25.0,345.0,23.0,40.0,314.0,0.0,259.0,347.0,99.0,148.0,122.0,247.0,123.0
277,211.0,127.0,42.0,14.0,11.0,145.0,7.0,23.0,47.0,0.0,88.0,70.0,36.0,32.0,28.0,32.0,40.0
278,1149.0,624.0,391.0,214.0,81.0,597.0,46.0,70.0,322.0,0.0,259.0,549.0,293.0,158.0,162.0,237.0,151.0
279,304.0,469.0,8.0,7.0,5.0,215.0,0.0,74.0,20.0,0.0,25.0,192.0,23.0,19.0,34.0,19.0,56.0
280,78.0,26.0,5.0,5.0,2.0,37.0,0.0,2.0,14.0,0.0,17.0,31.0,5.0,14.0,15.0,11.0,9.0
281,61.0,24.0,7.0,2.0,4.0,48.0,4.0,7.0,18.0,0.0,16.0,30.0,8.0,24.0,26.0,12.0,15.0
282,90.0,48.0,7.0,8.0,2.0,52.0,1.0,9.0,26.0,0.0,21.0,55.0,16.0,26.0,19.0,7.0,9.0
283,26.0,9.0,8.0,3.0,2.0,20.0,0.0,16.0,7.0,0.0,2.0,11.0,15.0,11.0,9.0,8.0,5.0
284,607.0,315.0,144.0,63.0,22.0,296.0,7.0,67.0,125.0,0.0,138.0,255.0,275.0,101.0,118.0,75.0,61.0
285,208.0,116.0,27.0,6.0,9.0,122.0,12.0,10.0,45.0,0.0,83.0,114.0,36.0,42.0,33.0,30.0,33.0
286,40.0,39.0,14.0,10.0,1.0,21.0,1.0,0.0,4.0,0.0,12.0,17.0,0.0,7.0,0.0,8.0,6.0
287,115.0,74.0,21.0,8.0,6.0,73.0,3.0,9.0,34.0,0.0,35.0,79.0,16.0,18.0,24.0,32.0,25.0
288,37.0,37.0,0.0,6.0,0.0,11.0,1.0,2.0,3.0,0.0,15.0,24.0,2.0,3.0,9.0,7.0,2.0
289,159.0,104.0,35.0,36.0,8.0,81.0,1.0,4.0,21.0,0.0,48.0,64.0,25.0,24.0,32.0,36.0,15.0
290,40.0,46.0,2.0,2.0,0.0,30.0,0.0,7.0,10.0,0.0,10.0,27.0,5.0,7.0,7.0,4.0,5.0
291,55.0,81.0,6.0,3.0,2.0,42.0,3.0,14.0,6.0,0.0,11.0,29.0,14.0,5.0,16.0,13.0,12.0
292,177.0,97.0,50.0,14.0,6.0,102.0,4.0,12.0,41.0,0.0,76.0,93.0,15.0,21.0,22.0,39.0,48.0
293,141.0,23.0,29.0,10.0,6.0,60.0,4.0,3.0,33.0,0.0,53.0,85.0,9.0,26.0,12.0,39.0,30.0
294,91.0,48.0,24.0,14.0,0.0,42.0,2.0,7.0,28.0,0.0,27.0,35.0,30.0,19.0,18.0,7.0,11.0
295,271.0,158.0,70.0,35.0,7.0,160.0,7.0,18.0,76.0,0.0,73.0,152.0,58.0,46.0,42.0,52.0,38.0
296,46.0,46.0,3.0,3.0,2.0,32.0,0.0,3.0,4.0,0.0,10.0,16.0,7.0,9.0,6.0,9.0,6.0
297,98.0,50.0,12.0,5.0,1.0,69.0,6.0,4.0,18.0,0.0,26.0,34.0,20.0,20.0,14.0,15.0,10.0
298,571.0,493.0,77.0,38.0,16.0,361.0,21.0,80.0,119.0,0.0,133.0,297.0,175.0,96.0,115.0,78.0,87.0
299,393.0,420.0,74.0,31.0,14.0,293.0,5.0,45.0,80.0,0.0,74.0,184.0,180.0,57.0,62.0,35.0,32.0
300,87.0,48.0,7.0,1.0,1.0,55.0,1.0,21.0,11.0,0.0,24.0,49.0,20.0,7.0,15.0,7.0,20.0
301,109.0,51.0,31.0,5.0,2.0,52.0,3.0,9.0,21.0,0.0,31.0,55.0,20.0,14.0,19.0,17.0,16.0
302,97.0,84.0,13.0,9.0,0.0,65.0,5.0,5.0,19.0,0.0,22.0,46.0,23.0,13.0,9.0,8.0,9.0
303,12.0,13.0,0.0,1.0,0.0,13.0,0.0,0.0,1.0,0.0,1.0,6.0,2.0,2.0,2.0,0.0,2.0
304,107.0,47.0,25.0,15.0,7.0,62.0,5.0,1.0,25.0,0.0,32.0,54.0,11.0,30.0,16.0,27.0,27.0
305,133.0,67.0,14.0,6.0,0.0,58.0,6.0,9.0,26.0,0.0,37.0,67.0,19.0,14.0,21.0,18.0,20.0
306,16.0,10.0,5.0,7.0,0.0,12.0,0.0,0.0,0.0,0.0,5.0,9.0,0.0,3.0,1.0,4.0,0.0
307,94.0,55.0,6.0,4.0,6.0,52.0,2.0,19.0,18.0,0.0,34.0,51.0,6.0,14.0,22.0,18.0,13.0
308,233.0,122.0,78.0,13.0,15.0,120.0,5.0,25.0,88.0,0.0,88.0,137.0,40.0,37.0,38.0,55.0,63.0
309,88.0,94.0,17.0,6.0,3.0,58.0,2.0,23.0,15.0,0.0,16.0,29.0,33.0,13.0,17.0,7.0,5.0
310,164.0,115.0,21.0,10.0,5.0,92.0,7.0,8.0,32.0,0.0,15.0,67.0,36.0,28.0,21.0,20.0,20.0
311,310.0,130.0,76.0,31.0,11.0,147.0,10.0,11.0,83.0,0.0,83.0,138.0,35.0,61.0,16.0,60.0,60.0
312,207.0,126.0,33.0,13.0,7.0,107.0,8.0,24.0,24.0,0.0,43.0,98.0,50.0,40.0,54.0,43.0,28.0
313,67.0,34.0,6.0,3.0,3.0,34.0,3.0,1.0,17.0,0.0,10.0,42.0,4.0,15.0,14.0,22.0,11.0
314,54.0,91.0,19.0,15.0,4.0,42.0,0.0,8.0,15.0,0.0,10.0,31.0,39.0,8.0,9.0,9.0,4.0
315,35.0,15.0,9.0,4.0,0.0,14.0,3.0,3.0,5.0,0.0,4.0,16.0,8.0,8.0,3.0,8.0,2.0
316,159.0,96.0,29.0,8.0,6.0,93.0,4.0,7.0,19.0,0.0,33.0,53.0,56.0,11.0,28.0,21.0,17.0
317,211.0,172.0,47.0,13.0,5.0,118.0,11.0,13.0,61.0,0.0,53.0,119.0,22.0,41.0,20.0,46.0,41.0
318,95.0,86.0,7.0,4.0,0.0,58.0,4.0,12.0,19.0,0.0,34.0,56.0,24.0,13.0,15.0,6.0,15.0
319,67.0,65.0,8.0,7.0,3.0,55.0,3.0,14.0,12.0,0.0,13.0,41.0,17.0,13.0,24.0,15.0,9.0
320,30.0,46.0,4.0,7.0,2.0,23.0,0.0,11.0,5.0,0.0,10.0,16.0,13.0,4.0,8.0,2.0,2.0
321,159.0,80.0,30.0,9.0,5.0,82.0,3.0,7.0,28.0,0.0,34.0,70.0,46.0,17.0,23.0,9.0,20.0
322,137.0,153.0,15.0,15.0,9.0,83.0,3.0,18.0,19.0,0.0,40.0,44.0,29.0,16.0,14.0,15.0,22.0
323,65.0,119.0,8.0,4.0,0.0,31.0,2.0,14.0,8.0,0.0,19.0,16.0,11.0,4.0,3.0,5.0,3.0
324,34.0,26.0,4.0,1.0,1.0,23.0,1.0,14.0,11.0,0.0,8.0,35.0,9.0,7.0,4.0,5.0,7.0
325,57.0,42.0,3.0,0.0,1.0,38.0,0.0,4.0,20.0,0.0,18.0,32.0,7.0,3.0,11.0,3.0,9.0
326,106.0,92.0,16.0,17.0,0.0,71.0,9.0,28.0,32.0,0.0,15.0,48.0,31.0,20.0,21.0,14.0,30.0
327,55.0,38.0,0.0,1.0,1.0,28.0,1.0,10.0,12.0,0.0,13.0,28.0,8.0,12.0,4.0,11.0,7.0
328,589.0,321.0,13.0,17.0,1.0,140.0,3.0,108.0,42.0,0.0,59.0,282.0,50.0,37.0,29.0,28.0,43.0
329,50.0,44.0,4.0,5.0,1.0,27.0,2.0,6.0,8.0,0.0,11.0,18.0,14.0,12.0,4.0,5.0,4.0
330,78.0,67.0,6.0,3.0,5.0,43.0,3.0,6.0,10.0,0.0,16.0,33.0,18.0,13.0,17.0,12.0,12.0
331,180.0,124.0,31.0,7.0,7.0,124.0,5.0,10.0,39.0,0.0,64.0,91.0,53.0,36.0,27.0,37.0,13.0
332,41.0,71.0,2.0,4.0,1.0,26.0,0.0,9.0,3.0,0.0,6.0,22.0,18.0,5.0,11.0,6.0,2.0
333,58.0,113.0,1.0,0.0,1.0,61.0,0.0,49.0,14.0,0.0,5.0,22.0,18.0,1.0,11.0,12.0,9.0
334,90.0,111.0,7.0,4.0,0.0,60.0,6.0,54.0,32.0,0.0,18.0,58.0,14.0,8.0,18.0,9.0,17.0
335,22.0,18.0,1.0,0.0,0.0,13.0,1.0,1.0,4.0,0.0,7.0,10.0,5.0,5.0,3.0,2.0,3.0
336,44.0,17.0,1.0,4.0,0.0,28.0,1.0,13.0,3.0,0.0,9.0,14.0,9.0,6.0,6.0,0.0,11.0
337,164.0,99.0,23.0,8.0,6.0,106.0,5.0,9.0,43.0,0.0,40.0,74.0,33.0,24.0,12.0,27.0,24.0
338,41.0,42.0,5.0,0.0,0.0,34.0,1.0,6.0,6.0,0.0,12.0,25.0,12.0,2.0,6.0,1.0,14.0
339,179.0,37.0,32.0,13.0,3.0,94.0,7.0,16.0,44.0,0.0,78.0,83.0,7.0,36.0,16.0,28.0,23.0
340,103.0,68.0,13.0,20.0,1.0,39.0,0.0,2.0,16.0,0.0,30.0,45.0,12.0,7.0,11.0,16.0,13.0
341,77.0,52.0,5.0,1.0,0.0,47.0,2.0,38.0,12.0,0.0,16.0,26.0,4.0,9.0,16.0,14.0,8.0
342,131.0,51.0,16.0,3.0,6.0,70.0,10.0,6.0,29.0,0.0,45.0,74.0,15.0,14.0,15.0,23.0,24.0
343,129.0,74.0,21.0,4.0,1.0,68.0,3.0,10.0,35.0,0.0,22.0,50.0,55.0,13.0,25.0,10.0,7.0
344,675.0,437.0,325.0,164.0,13.0,320.0,17.0,36.0,240.0,0.0,293.0,296.0,124.0,142.0,118.0,175.0,104.0
345,194.0,97.0,34.0,19.0,3.0,97.0,2.0,25.0,32.0,0.0,23.0,78.0,78.0,23.0,47.0,14.0,21.0
346,85.0,30.0,41.0,20.0,4.0,48.0,0.0,4.0,20.0,0.0,27.0,50.0,17.0,28.0,10.0,34.0,16.0
347,58.0,64.0,3.0,4.0,1.0,38.0,2.0,8.0,14.0,0.0,6.0,39.0,11.0,12.0,11.0,14.0,10.0
348,96.0,59.0,13.0,6.0,0.0,63.0,1.0,14.0,44.0,0.0,31.0,78.0,17.0,11.0,18.0,18.0,20.0
349,153.0,38.0,16.0,9.0,2.0,74.0,6.0,12.0,17.0,0.0,36.0,66.0,3.0,21.0,12.0,21.0,30.0
350,104.0,91.0,20.0,7.0,6.0,71.0,6.0,7.0,25.0,0.0,27.0,54.0,30.0,14.0,11.0,17.0,26.0
351,64.0,62.0,11.0,3.0,1.0,34.0,3.0,3.0,10.0,0.0,15.0,27.0,2.0,19.0,7.0,17.0,11.0
352,203.0,187.0,76.0,33.0,2.0,112.0,4.0,9.0,47.0,0.0,57.0,74.0,82.0,42.0,23.0,18.0,7.0
353,100.0,270.0,10.0,3.0,2.0,62.0,2.0,38.0,17.0,0.0,19.0,47.0,21.0,9.0,7.0,15.0,11.0
354,425.0,167.0,37.0,36.0,10.0,211.0,16.0,16.0,83.0,0.0,70.0,177.0,38.0,45.0,50.0,55.0,54.0
355,97.0,42.0,6.0,3.0,0.0,55.0,6.0,5.0,14.0,0.0,30.0,39.0,4.0,13.0,12.0,11.0,16.0
356,1068.0,659.0,74.0,84.0,23.0,665.0,37.0,107.0,172.0,0.0,226.0,517.0,258.0,133.0,200.0,136.0,137.0
357,362.0,286.0,47.0,21.0,8.0,205.0,18.0,75.0,68.0,0.0,69.0,184.0,128.0,51.0,45.0,39.0,31.0
358,305.0,104.0,57.0,49.0,11.0,152.0,11.0,57.0,79.0,0.0,85.0,158.0,27.0,48.0,34.0,62.0,67.0
359,884.0,664.0,102.0,56.0,27.0,530.0,34.0,96.0,183.0,0.0,220.0,462.0,234.0,140.0,150.0,132.0,100.0
360,290.0,175.0,22.0,13.0,14.0,175.0,22.0,38.0,74.0,0.0,56.0,156.0,47.0,42.0,47.0,46.0,52.0
361,30.0,46.0,3.0,5.0,3.0,26.0,1.0,1.0,7.0,0.0,2.0,14.0,3.0,4.0,5.0,4.0,8.0
362,55.0,36.0,2.0,0.0,4.0,39.0,6.0,24.0,12.0,0.0,6.0,40.0,29.0,13.0,9.0,4.0,2.0
363,130.0,53.0,43.0,7.0,5.0,75.0,4.0,12.0,35.0,0.0,53.0,67.0,10.0,26.0,14.0,39.0,19.0
364,194.0,116.0,28.0,7.0,10.0,101.0,10.0,13.0,23.0,0.0,52.0,121.0,13.0,22.0,26.0,51.0,41.0
365,35.0,29.0,4.0,2.0,3.0,23.0,1.0,3.0,0.0,0.0,6.0,14.0,6.0,3.0,3.0,2.0,10.0
366,222.0,124.0,65.0,27.0,6.0,132.0,7.0,42.0,35.0,0.0,44.0,98.0,77.0,29.0,15.0,16.0,28.0
367,104.0,45.0,29.0,15.0,2.0,51.0,3.0,2.0,27.0,0.0,27.0,37.0,18.0,18.0,10.0,18.0,19.0
368,91.0,31.0,20.0,13.0,2.0,61.0,4.0,8.0,34.0,0.0,30.0,34.0,15.0,9.0,7.0,12.0,25.0
369,1033.0,471.0,563.0,87.0,28.0,552.0,23.0,159.0,225.0,0.0,273.0,438.0,338.0,156.0,113.0,295.0,125.0
370,72.0,43.0,13.0,4.0,3.0,42.0,2.0,2.0,16.0,0.0,22.0,29.0,9.0,12.0,3.0,21.0,17.0
371,48.0,23.0,8.0,2.0,0.0,25.0,5.0,4.0,14.0,0.0,15.0,30.0,7.0,17.0,7.0,6.0,14.0
372,61.0,39.0,0.0,5.0,3.0,32.0,3.0,6.0,9.0,0.0,11.0,32.0,5.0,5.0,6.0,9.0,14.0
373,46.0,74.0,12.0,10.0,0.0,23.0,1.0,3.0,9.0,0.0,9.0,18.0,18.0,9.0,11.0,0.0,7.0
374,227.0,156.0,42.0,8.0,9.0,100.0,5.0,18.0,38.0,0.0,69.0,109.0,34.0,33.0,27.0,48.0,38.0
375,108.0,53.0,3.0,1.0,2.0,38.0,4.0,4.0,8.0,0.0,24.0,46.0,1.0,5.0,7.0,11.0,13.0
376,123.0,65.0,20.0,5.0,0.0,81.0,4.0,25.0,32.0,0.0,24.0,67.0,28.0,39.0,21.0,25.0,20.0
377,968.0,632.0,100.0,46.0,28.0,618.0,32.0,152.0,216.0,0.0,207.0,472.0,248.0,141.0,198.0,144.0,145.0
378,142.0,69.0,8.0,4.0,5.0,60.0,5.0,21.0,26.0,0.0,18.0,73.0,17.0,12.0,14.0,17.0,19.0
379,180.0,124.0,14.0,2.0,8.0,101.0,5.0,11.0,40.0,0.0,43.0,79.0,12.0,23.0,38.0,30.0,25.0
380,155.0,105.0,10.0,8.0,5.0,74.0,8.0,16.0,28.0,0.0,37.0,92.0,36.0,20.0,17.0,24.0,24.0
381,281.0,183.0,25.0,9.0,8.0,149.0,11.0,14.0,38.0,0.0,52.0,123.0,64.0,18.0,28.0,27.0,38.0
382,16.0,10.0,5.0,7.0,0.0,12.0,0.0,0.0,0.0,0.0,5.0,9.0,0.0,3.0,1.0,4.0,0.0
383,182.0,145.0,8.0,17.0,7.0,86.0,5.0,20.0,29.0,0.0,33.0,95.0,25.0,27.0,26.0,19.0,31.0
384,181.0,59.0,46.0,8.0,8.0,110.0,6.0,14.0,52.0,0.0,48.0,81.0,34.0,30.0,16.0,28.0,30.0
385,133.0,57.0,55.0,34.0,5.0,55.0,3.0,9.0,24.0,0.0,34.0,45.0,54.0,14.0,17.0,17.0,10.0
386,77.0,41.0,5.0,4.0,2.0,52.0,4.0,3.0,10.0,0.0,31.0,33.0,5.0,12.0,11.0,10.0,18.0
387,171.0,100.0,29.0,15.0,9.0,79.0,3.0,4.0,37.0,0.0,56.0,87.0,16.0,35.0,30.0,51.0,22.0
388,124.0,61.0,19.0,2.0,5.0,70.0,2.0,8.0,19.0,0.0,35.0,45.0,17.0,21.0,14.0,23.0,12.0
389,738.0,343.0,126.0,12.0,14.0,448.0,60.0,68.0,221.0,0.0,204.0,404.0,155.0,84.0,103.0,140.0,130.0
390,68.0,17.0,9.0,10.0,1.0,45.0,5.0,1.0,12.0,0.0,14.0,33.0,10.0,5.0,14.0,8.0,10.0
391,84.0,67.0,8.0,3.0,1.0,60.0,6.0,1.0,13.0,0.0,16.0,40.0,22.0,7.0,8.0,2.0,11.0
392,86.0,37.0,14.0,5.0,1.0,33.0,2.0,3.0,27.0,0.0,28.0,47.0,13.0,14.0,5.0,14.0,4.0
393,166.0,103.0,32.0,13.0,8.0,71.0,3.0,4.0,33.0,0.0,39.0,72.0,49.0,30.0,18.0,29.0,18.0
